Date,Open,High,Low,Close,Adj Close,Volume
2018-08-17,252.940002,252.970001,243.729996,244.820007,243.234100,28579700
2018-08-20,243.179993,253.199997,238.720001,247.839996,246.234528,21359700
2018-08-21,248.500000,253.500000,247.699997,253.320007,251.679016,16849700
2018-08-22,252.000000,263.019989,251.860001,262.820007,261.117462,18746400
2018-08-23,261.260010,269.480011,260.700012,266.839996,265.111450,18017100
2018-08-24,267.179993,272.809998,267.000000,272.220001,270.456604,13287800
2018-08-27,273.420013,278.899994,272.149994,275.899994,274.112793,12644400
2018-08-28,275.660004,276.579987,269.529999,274.380005,272.602570,11884600
2018-08-29,273.920013,279.500000,273.079987,278.489990,276.837311,10502700
2018-08-30,277.230011,281.720001,276.320007,277.809998,276.161346,8665200
2018-08-31,277.000000,281.200012,276.600006,280.679993,279.014343,7664800
2018-09-04,280.149994,285.220001,279.000000,283.700012,282.016388,9793000
2018-09-05,282.989990,284.420013,275.149994,278.420013,276.767761,9828900
2018-09-06,277.760010,277.859985,271.390015,272.720001,271.101563,8069900
2018-09-07,269.000000,276.929993,267.190002,271.859985,270.246674,7385500
2018-09-10,272.769989,275.929993,271.000000,274.730011,273.099640,5503500
2018-09-11,272.859985,276.399994,272.019989,272.799988,271.181061,6077800
2018-09-12,271.190002,271.980011,261.920013,268.200012,266.608368,10477300
2018-09-13,270.859985,275.000000,270.160004,271.339996,269.729767,7638400
2018-09-14,274.989990,279.100006,273.500000,276.429993,274.789551,9673400
2018-09-17,275.399994,277.380005,273.149994,273.929993,272.304352,5138200
2018-09-18,274.089996,278.239990,270.750000,271.019989,269.411621,7488000
2018-09-19,270.269989,272.700012,268.250000,271.980011,270.365967,5621500
2018-09-20,267.049988,268.760010,264.100006,266.279999,264.699768,10764600
2018-09-21,266.760010,268.600006,262.109985,263.450012,261.886597,10878200
2018-09-24,262.200012,265.839996,258.679993,265.700012,264.123230,7347800
2018-09-25,268.369995,269.420013,264.910004,268.410004,266.817139,7009700
2018-09-26,268.609985,270.239990,266.279999,266.920013,265.335999,6713700
2018-09-27,268.339996,269.200012,266.130005,267.399994,265.813141,5360700
2018-09-28,272.730011,281.920013,271.600006,281.019989,279.352325,17734900
2018-10-01,284.160004,292.059998,282.600006,289.359985,287.642822,15551500
2018-10-02,288.250000,292.760010,285.579987,286.480011,284.779907,9599100
2018-10-03,289.320007,289.619995,282.529999,286.730011,285.028381,8013800
2018-10-04,285.269989,286.250000,276.179993,279.290009,277.632599,9780500
2018-10-05,278.290009,280.799988,267.540009,269.859985,268.258514,10665900
2018-10-08,266.500000,271.160004,260.079987,265.769989,264.192780,10215300
2018-10-09,264.940002,268.760010,262.799988,265.540009,263.964203,6837500
2018-10-10,261.260010,263.109985,245.600006,245.690002,244.231964,17123500
2018-10-11,242.169998,247.559998,234.259995,235.130005,233.734634,18135900
2018-10-12,245.509995,249.539993,239.649994,246.539993,245.076920,15205900
2018-10-15,246.000000,246.000000,235.339996,235.380005,233.983154,11244000
2018-10-16,239.929993,246.279999,237.940002,245.830002,244.371155,10217800
2018-10-17,248.339996,249.880005,241.080002,243.059998,241.617569,8241700
2018-10-18,245.860001,247.410004,237.089996,239.529999,238.108536,13100500
2018-10-19,241.759995,242.550003,227.699997,229.169998,227.810013,15340200
2018-10-22,231.279999,235.320007,227.070007,231.220001,229.847855,9221100
2018-10-23,220.429993,224.190002,216.710007,221.059998,219.748138,15660900
2018-10-24,219.509995,221.389999,198.850006,199.410004,198.226608,22107200
2018-10-25,195.470001,209.750000,193.679993,207.839996,206.606567,23793000
2018-10-26,198.309998,204.839996,193.119995,198.289993,197.113251,16619600
2018-10-29,203.990005,204.130005,176.009995,185.619995,184.518448,18950400
2018-10-30,186.550003,203.399994,185.619995,203.000000,201.795303,20179800
2018-10-31,209.649994,212.589996,204.009995,210.830002,209.578857,18644300
2018-11-01,212.300003,218.490005,207.190002,218.110001,216.815628,14163200
2018-11-02,217.729996,222.000000,210.210007,214.919998,213.644562,11324000
2018-11-05,214.389999,215.330002,205.279999,211.770004,210.513275,9483300
2018-11-06,211.449997,214.850006,209.559998,211.059998,209.807495,7475300
2018-11-07,213.750000,217.410004,211.179993,213.789993,212.521271,12095300
2018-11-08,211.399994,211.429993,203.830002,205.990005,204.767578,12783800
2018-11-09,202.399994,209.320007,201.039993,205.669998,204.449463,10331000
2018-11-12,201.979996,202.869995,188.660004,189.539993,188.415192,15427900
2018-11-13,193.490005,204.210007,193.240005,199.309998,198.127213,16117800
2018-11-14,206.300003,206.880005,192.830002,197.190002,196.019791,13164500
2018-11-15,196.949997,205.300003,195.500000,202.389999,201.188919,21017700
2018-11-16,163.320007,170.660004,161.610001,164.429993,163.454178,49088000
2018-11-19,161.789993,161.820007,144.630005,144.699997,143.841278,42445500
2018-11-20,134.059998,154.259995,133.309998,149.080002,148.195297,42300800
2018-11-21,154.619995,155.300003,143.610001,144.710007,143.851242,25637400
2018-11-23,143.309998,149.589996,142.789993,145.000000,144.139511,10299200
2018-11-26,149.889999,153.470001,146.559998,153.050003,152.141739,20370800
2018-11-27,152.000000,157.009995,150.550003,153.729996,152.817703,18451500
2018-11-28,158.479996,160.279999,153.130005,160.070007,159.120102,20113100
2018-11-29,160.000000,161.500000,156.139999,157.360001,156.582672,13729300
2018-11-30,157.750000,163.860001,155.720001,163.429993,162.622681,18239100
2018-12-03,172.600006,174.679993,167.339996,170.039993,169.200043,22270100
2018-12-04,168.240005,168.440002,156.500000,157.110001,156.333908,20302800
2018-12-06,151.440002,158.490005,150.809998,158.289993,157.508072,17307700
2018-12-07,158.460007,158.869995,145.619995,147.610001,146.880844,17041900
2018-12-10,145.800003,152.860001,145.649994,151.860001,151.109848,15736800
2018-12-11,155.559998,155.889999,145.000000,148.190002,147.457977,16797800
2018-12-12,148.419998,152.779999,144.820007,148.899994,148.164474,16353400
2018-12-13,150.789993,153.380005,147.440002,148.889999,148.154495,11784600
2018-12-14,147.210007,150.589996,145.500000,146.449997,145.726563,11795500
2018-12-17,145.240005,148.149994,141.240005,143.580002,142.870728,16571700
2018-12-18,145.350006,150.330002,144.250000,146.940002,146.214142,14109300
2018-12-19,145.580002,147.740005,136.429993,138.509995,137.825806,18634100
2018-12-20,138.169998,141.800003,132.690002,135.100006,134.432632,18739700
2018-12-21,136.169998,137.500000,128.460007,129.570007,128.929977,21593500
2018-12-24,126.489998,129.979996,124.500000,127.080002,126.452255,11596000
2018-12-26,128.940002,133.139999,124.459999,133.100006,132.442535,17377500
2018-12-27,130.990005,132.380005,125.180000,131.169998,130.522049,15926100
2018-12-28,132.000000,137.389999,130.309998,133.649994,132.989807,15718200
2018-12-31,135.399994,136.710007,132.259995,133.500000,132.840530,11628500
2019-01-02,130.639999,138.479996,130.050003,136.220001,135.547104,12718800
2019-01-03,133.789993,135.160004,127.690002,127.989998,127.357750,17638800
2019-01-04,130.940002,137.729996,129.699997,136.190002,135.517258,14640500
2019-01-07,138.500000,144.889999,136.429993,143.399994,142.691620,17729000
2019-01-08,146.690002,146.779999,136.899994,139.830002,139.139282,19650400
2019-01-09,141.899994,144.490005,139.860001,142.580002,141.875702,15431500
2019-01-10,141.800003,145.580002,139.360001,145.229996,144.512604,13078900
2019-01-11,144.330002,149.750000,143.210007,148.830002,148.094803,21869100
2019-01-14,146.720001,151.460007,145.770004,150.440002,149.696854,18254200
2019-01-15,151.759995,153.350006,149.130005,149.869995,149.129669,15425300
2019-01-16,150.970001,152.300003,148.619995,148.839996,148.104767,11752600
2019-01-17,147.509995,153.330002,146.410004,151.720001,150.970566,12335900
2019-01-18,153.729996,157.979996,151.649994,156.929993,156.154800,16283400
2019-01-22,155.710007,156.179993,147.550003,148.770004,148.035126,16538800
2019-01-23,151.000000,154.580002,148.029999,149.289993,148.552521,14775500
2019-01-24,152.699997,158.550003,152.509995,157.839996,157.060287,17724300
2019-01-25,155.440002,160.880005,151.300003,160.149994,159.358887,28864300
2019-01-28,136.550003,141.639999,131.000000,138.009995,137.328262,62788200
2019-01-29,136.149994,138.100006,131.009995,131.600006,130.949936,28848300
2019-01-30,134.669998,137.970001,131.460007,137.389999,136.711319,24355700
2019-01-31,137.259995,145.190002,136.380005,143.750000,143.039902,21071300
2019-02-01,144.500000,146.789993,142.580002,144.729996,144.015076,15626200
2019-02-04,145.369995,150.679993,144.479996,149.179993,148.443069,13214800
2019-02-05,149.660004,151.429993,148.300003,149.949997,149.209274,13560600
2019-02-06,151.289993,155.600006,151.070007,153.000000,152.244217,17561600
2019-02-07,151.130005,151.220001,145.690002,147.419998,146.691772,15928000
2019-02-08,144.710007,148.600006,144.130005,148.169998,147.438065,11540100
2019-02-11,146.389999,148.580002,144.500000,146.449997,145.726563,12379500
2019-02-12,148.000000,151.800003,147.419998,151.169998,150.423248,14776500
2019-02-13,152.360001,155.830002,151.809998,152.880005,152.124817,15134300
2019-02-14,152.839996,155.669998,151.100006,154.529999,153.766647,20681600
2019-02-15,162.949997,163.869995,156.419998,157.339996,156.562775,37918700
2019-02-19,156.910004,159.889999,156.139999,156.639999,155.866226,13797300
2019-02-20,157.820007,161.259995,157.369995,158.550003,157.766785,13524700
2019-02-21,159.059998,160.050003,155.179993,155.770004,155.000519,11213700
2019-02-22,157.860001,159.949997,157.309998,159.190002,158.403641,10043500
2019-02-25,162.559998,165.279999,158.339996,158.690002,157.906113,16400500
2019-02-26,158.500000,160.759995,155.750000,157.100006,156.323959,12211600
2019-02-27,156.520004,157.589996,153.110001,155.410004,154.642303,12506400
2019-02-28,155.000000,155.899994,153.360001,154.259995,153.656174,8123600
2019-03-01,156.270004,158.149994,153.919998,156.449997,155.837601,8929700
2019-03-04,158.000000,158.919998,154.500000,156.779999,156.166321,10249800
2019-03-05,156.149994,158.059998,153.960007,156.520004,155.907349,9073100
2019-03-06,156.160004,156.500000,151.940002,152.050003,151.454834,10088100
2019-03-07,151.100006,151.490005,147.399994,149.259995,148.675751,11252600
2019-03-08,145.660004,151.070007,144.800003,150.639999,150.050339,10560400
2019-03-11,151.589996,162.059998,149.690002,161.139999,160.509262,21493200
2019-03-12,162.259995,164.389999,159.190002,162.520004,161.883850,14489400
2019-03-13,164.029999,169.800003,163.729996,168.619995,167.959991,19222500
2019-03-14,168.990005,169.470001,165.250000,165.559998,164.911957,12984600
2019-03-15,167.300003,171.529999,167.160004,169.809998,169.145309,16537100
2019-03-18,171.080002,173.250000,167.860001,168.949997,168.288696,12174800
2019-03-19,172.759995,177.500000,172.080002,175.710007,175.022217,21374300
2019-03-20,176.880005,179.029999,173.000000,174.399994,173.717346,17978700
2019-03-21,175.330002,185.000000,175.130005,183.940002,183.220016,20607800
2019-03-22,182.839996,184.800003,176.940002,177.500000,176.805206,18691100
2019-03-25,175.860001,178.449997,171.110001,173.779999,173.099762,13130300
2019-03-26,179.490005,181.750000,174.600006,176.869995,176.177673,17587700
2019-03-27,177.899994,179.770004,173.699997,176.500000,175.809128,11859300
2019-03-28,177.550003,179.899994,175.110001,177.250000,176.556198,12006600
2019-03-29,179.940002,180.539993,177.910004,179.559998,178.857162,11422400
2019-04-01,183.259995,183.500000,180.369995,182.279999,181.566498,12095600
2019-04-02,183.250000,184.789993,181.520004,183.000000,182.283661,11023000
2019-04-03,185.000000,191.000000,184.800003,188.619995,187.881699,19719500
2019-04-04,188.000000,189.970001,185.729996,188.259995,187.523102,11434400
2019-04-05,190.000000,191.649994,188.529999,190.949997,190.202545,12043600
2019-04-08,189.720001,192.800003,188.750000,191.789993,191.039276,10604800
2019-04-09,190.440002,190.889999,187.559998,189.259995,188.519196,10999300
2019-04-10,189.229996,193.139999,189.050003,192.100006,191.348068,11119300
2019-04-11,192.199997,193.470001,189.550003,191.539993,190.790237,9365000
2019-04-12,193.100006,193.259995,189.660004,190.009995,189.266235,11792700
2019-04-15,189.699997,189.899994,183.100006,184.699997,183.977020,11002300
2019-04-16,186.279999,188.970001,184.960007,188.210007,187.473312,9874100
2019-04-17,189.619995,190.460007,186.389999,187.289993,186.556885,8775100
2019-04-18,187.559998,188.929993,185.179993,186.300003,185.570770,9524700
2019-04-22,185.350006,189.100006,184.080002,188.470001,187.732269,6998400
2019-04-23,189.000000,191.929993,188.610001,190.669998,189.923660,8671400
2019-04-24,191.089996,192.809998,188.639999,191.169998,190.421707,7955100
2019-04-25,189.550003,190.449997,183.699997,186.910004,186.178391,12482400
2019-04-26,180.710007,180.889999,173.300003,178.089996,177.392899,21724700
2019-04-29,178.410004,180.449997,175.500000,179.330002,178.628082,9798000
2019-04-30,178.029999,182.029999,177.259995,181.000000,180.291519,9073000
2019-05-01,183.110001,184.809998,180.460007,180.470001,179.763611,8857000
2019-05-02,180.860001,184.869995,179.119995,183.190002,182.472946,9867100
2019-05-03,183.529999,183.929993,180.529999,183.009995,182.293655,8420600
2019-05-06,175.500000,180.339996,174.000000,179.850006,179.146011,10554400
2019-05-07,177.899994,177.899994,171.169998,173.110001,172.432404,13880500
2019-05-08,172.000000,177.149994,171.520004,173.919998,173.239227,10479200
2019-05-09,171.139999,171.529999,165.399994,170.190002,169.523849,16506200
2019-05-10,168.949997,171.589996,164.000000,168.820007,168.159210,14237500
2019-05-13,163.500000,164.429993,157.809998,158.449997,157.829773,16422800
2019-05-14,160.050003,163.460007,158.490005,162.039993,161.405731,13122000
2019-05-15,159.800003,161.050003,157.410004,159.580002,158.955353,12558000
2019-05-16,159.360001,161.910004,157.649994,160.190002,159.562973,19527200
2019-05-17,158.500000,163.710007,154.940002,156.529999,155.917297,25551700
2019-05-20,152.550003,154.770004,150.750000,151.750000,151.156006,14301600
2019-05-21,154.199997,155.699997,152.639999,155.059998,154.453064,9046200
2019-05-22,153.500000,154.550003,151.759995,152.199997,151.604263,8146700
2019-05-23,149.690002,149.690002,144.910004,147.320007,146.743347,14796100
2019-05-24,148.080002,149.500000,144.880005,145.149994,144.581833,8939600
2019-05-28,145.860001,147.179993,143.250000,143.330002,142.768967,10708900
2019-05-29,141.410004,142.820007,138.940002,140.339996,139.790649,13995000
2019-05-30,140.309998,141.750000,137.570007,139.110001,138.723648,9857500
2019-05-31,137.139999,139.850006,135.389999,135.460007,135.083801,9743000
2019-06-03,135.910004,137.470001,132.600006,133.779999,133.408447,11966100
2019-06-04,136.360001,143.210007,135.470001,143.000000,142.602844,16045900
2019-06-05,145.970001,146.190002,139.820007,141.279999,140.887604,12790400
2019-06-06,141.449997,144.770004,141.350006,143.779999,143.380676,10203500
2019-06-07,144.020004,146.880005,143.250000,145.500000,145.095886,8721400
2019-06-10,147.759995,151.190002,147.759995,148.429993,148.017746,10069500
2019-06-11,150.839996,152.360001,149.160004,150.750000,150.331329,9596800
2019-06-12,149.000000,149.250000,145.589996,146.199997,145.793976,8950400
2019-06-13,147.089996,149.000000,146.380005,148.259995,147.848221,7702000
2019-06-14,144.509995,145.490005,142.839996,144.639999,144.238297,9860700
2019-06-17,144.570007,146.520004,143.649994,145.029999,144.627197,6901000
2019-06-18,147.500000,155.110001,147.059998,152.880005,152.455399,14548000
2019-06-19,154.300003,154.759995,152.070007,153.119995,152.694733,8291100
2019-06-20,156.770004,157.330002,153.520004,154.100006,153.672012,8754200
2019-06-21,153.500000,155.479996,151.500000,151.759995,151.338516,10860700
2019-06-24,152.619995,153.850006,150.720001,152.660004,152.236023,7073700
2019-06-25,152.860001,155.880005,151.369995,151.479996,151.059280,7796700
2019-06-26,156.610001,161.720001,156.089996,159.259995,158.817673,14601800
2019-06-27,162.710007,164.000000,161.259995,163.229996,162.776657,11136000
2019-06-28,165.000000,165.369995,162.350006,164.229996,163.773880,9941700
2019-07-01,172.570007,173.949997,164.660004,166.169998,165.708496,17788300
2019-07-02,165.500000,166.350006,161.699997,162.229996,161.779419,10005700
2019-07-03,163.169998,163.399994,160.339996,162.750000,162.297989,6165900
2019-07-05,160.399994,160.580002,157.679993,160.229996,159.784988,9913800
2019-07-08,157.830002,158.589996,156.000000,157.210007,156.773392,8244700
2019-07-09,155.509995,158.440002,155.000000,157.309998,156.873108,8571500
2019-07-10,159.059998,162.369995,158.500000,160.059998,159.615463,11301900
2019-07-11,163.000000,167.919998,161.500000,166.279999,165.818192,17064000
2019-07-12,167.399994,170.470001,167.399994,167.610001,167.144501,12659800
2019-07-15,168.460007,169.110001,166.130005,167.270004,166.805435,7246000
2019-07-16,166.669998,168.169998,164.839996,167.080002,166.615967,8536100
2019-07-17,167.149994,169.990005,165.970001,169.710007,169.238663,8705100
2019-07-18,170.130005,172.710007,167.850006,170.179993,169.707352,11079500
2019-07-19,171.720001,171.979996,168.199997,168.440002,167.972183,8622400
2019-07-22,169.300003,171.839996,169.000000,171.320007,170.844193,7898500
2019-07-23,172.899994,175.740005,172.270004,175.660004,175.172134,10704400
2019-07-24,177.399994,178.889999,174.339996,178.660004,178.163803,9155900
2019-07-25,176.990005,177.500000,172.440002,173.380005,172.898468,9817500
2019-07-26,174.470001,176.949997,174.470001,175.070007,174.583801,6854000
2019-07-29,174.779999,175.470001,171.270004,174.820007,174.334473,6204000
2019-07-30,172.949997,175.940002,172.369995,175.449997,174.962723,4944300
2019-07-31,174.179993,174.220001,167.020004,168.720001,168.251404,8985400
2019-08-01,169.139999,172.779999,162.820007,164.919998,164.461960,10530300
2019-08-02,161.190002,163.979996,159.279999,161.190002,160.742310,10708700
2019-08-05,153.800003,153.850006,148.899994,150.789993,150.371216,14728900
2019-08-06,153.800003,155.630005,150.429993,152.350006,151.926880,9031800
2019-08-07,149.899994,154.369995,149.199997,153.889999,153.462601,9314000
2019-08-08,156.210007,158.309998,153.899994,158.259995,157.820465,7732500
2019-08-09,156.610001,156.750000,152.149994,154.179993,153.751785,8545400
2019-08-12,152.080002,154.179993,150.570007,151.449997,151.029373,6980000
2019-08-13,151.389999,157.899994,149.820007,156.050003,155.616608,8798900
2019-08-14,152.500000,152.949997,148.309998,150.070007,149.653214,10497000
2019-08-15,150.830002,151.630005,147.389999,148.770004,148.356812,11930000
2019-08-16,159.350006,161.539993,156.880005,159.559998,159.116852,25199000
2019-08-19,164.119995,171.419998,163.470001,170.779999,170.305679,20377800
2019-08-20,170.559998,170.580002,167.020004,167.869995,167.403748,11579700
2019-08-21,170.529999,173.449997,169.660004,171.229996,170.754440,10681100
2019-08-22,171.619995,173.330002,169.899994,171.479996,171.003738,7587200
2019-08-23,168.399994,170.589996,161.639999,162.440002,161.988861,14201400
2019-08-26,165.610001,166.580002,163.910004,165.449997,164.990479,7955200
2019-08-27,166.990005,167.100006,160.619995,161.800003,161.350632,7274200
2019-08-28,160.580002,163.339996,159.000000,161.220001,160.931396,6390300
2019-08-29,164.899994,168.300003,164.759995,167.000000,166.701035,8949400
2019-08-30,168.860001,170.860001,166.779999,167.509995,167.210129,7265400
2019-09-03,164.580002,165.910004,163.250000,164.169998,163.876099,7403500
2019-09-04,166.610001,169.059998,166.610001,168.759995,168.457886,5693200
2019-09-05,172.869995,179.990005,172.800003,179.740005,179.418243,17391900
2019-09-06,178.800003,181.089996,177.119995,178.649994,178.330170,9424400
2019-09-09,179.899994,183.979996,179.839996,180.500000,180.176865,10438100
2019-09-10,179.179993,184.250000,178.789993,183.179993,182.852066,8820300
2019-09-11,183.770004,186.270004,182.600006,184.330002,184.000015,9037800
2019-09-12,186.199997,188.399994,183.949997,184.270004,183.940125,8196000
2019-09-13,181.589996,183.080002,180.179993,181.940002,181.614304,8114800
2019-09-16,178.919998,181.600006,178.500000,180.210007,179.887390,5795800
2019-09-17,180.479996,181.240005,178.610001,181.070007,180.745865,5576200
2019-09-18,180.789993,181.419998,176.500000,179.979996,179.657791,6453800
2019-09-19,180.220001,180.960007,176.509995,176.940002,176.623245,6136900
2019-09-20,176.899994,177.850006,172.279999,172.690002,172.380859,8756100
2019-09-23,172.699997,176.669998,172.550003,174.839996,174.527008,6242800
2019-09-24,176.100006,177.289993,171.100006,172.529999,172.221130,7931700
2019-09-25,172.509995,179.020004,170.710007,178.229996,177.910934,7710800
2019-09-26,177.839996,178.190002,175.289993,177.339996,177.022537,5864100
2019-09-27,175.660004,177.699997,169.320007,171.759995,171.452515,9051400
2019-09-30,172.800003,174.479996,171.539993,174.070007,173.758392,4654600
2019-10-01,175.000000,181.000000,173.809998,174.000000,173.688492,9150200
2019-10-02,173.119995,173.600006,170.130005,173.039993,172.730225,7334300
2019-10-03,173.220001,181.559998,172.000000,181.309998,180.985413,11264700
2019-10-04,181.399994,183.149994,178.779999,181.970001,181.644226,6638100
2019-10-07,184.580002,188.339996,184.229996,184.330002,184.000015,12024600
2019-10-08,180.639999,180.639999,176.500000,177.229996,176.912720,11110900
2019-10-09,180.320007,182.699997,179.160004,180.710007,180.386505,7310300
2019-10-10,180.619995,185.080002,180.410004,183.029999,182.702347,7728100
2019-10-11,186.410004,189.339996,185.649994,185.990005,185.657043,11160100
2019-10-14,185.639999,187.369995,184.389999,186.529999,186.196075,5001000
2019-10-15,190.160004,199.289993,189.600006,196.369995,196.018448,16603100
2019-10-16,195.000000,199.220001,193.750000,194.210007,193.862335,10723600
2019-10-17,196.000000,197.809998,192.100006,194.289993,193.942184,6585900
2019-10-18,194.309998,195.619995,187.500000,190.490005,190.148987,7686000
2019-10-21,192.960007,196.550003,192.199997,196.009995,195.659103,6546700
2019-10-22,198.300003,202.529999,195.300003,195.610001,195.259811,8218000
2019-10-23,192.309998,195.660004,191.029999,195.089996,194.740753,6997900
2019-10-24,196.750000,198.210007,195.380005,196.860001,196.507599,5800500
2019-10-25,200.100006,205.380005,199.789993,204.539993,204.173843,10577300
2019-10-28,206.300003,208.899994,205.119995,206.789993,206.419800,8269800
2019-10-29,206.229996,206.490005,202.139999,202.919998,202.556732,5280900
2019-10-30,204.000000,204.229996,200.259995,203.000000,202.636597,5149000
2019-10-31,202.160004,203.000000,197.809998,201.020004,200.660156,5243300
2019-11-01,199.600006,203.889999,198.589996,202.589996,202.227325,7091000
2019-11-04,205.850006,211.000000,204.919998,210.500000,210.123184,9417900
2019-11-05,210.490005,211.539993,207.679993,209.610001,209.234756,7521700
2019-11-06,208.639999,209.669998,204.110001,207.630005,207.258301,6725300
2019-11-07,211.110001,211.699997,206.539993,208.339996,207.967026,7008500
2019-11-08,207.660004,209.050003,206.149994,207.779999,207.408035,4727500
2019-11-11,207.750000,209.110001,204.279999,208.179993,207.807312,6085900
2019-11-12,209.720001,211.860001,208.309998,209.610001,209.234756,7087600
2019-11-13,208.350006,209.460007,205.899994,208.570007,208.196625,7504700
2019-11-14,208.929993,209.880005,206.520004,209.789993,209.414429,12952000
2019-11-15,209.699997,211.779999,200.639999,204.190002,203.824463,26340700
2019-11-18,203.889999,213.350006,203.770004,212.279999,211.899979,14364700
2019-11-19,211.029999,211.979996,205.649994,207.990005,207.617676,10364100
2019-11-20,207.070007,214.550003,206.559998,211.179993,210.801941,11814700
2019-11-21,211.000000,213.240005,209.309998,210.179993,209.803726,7209700
2019-11-22,211.089996,212.960007,209.940002,210.889999,210.512466,5602500
2019-11-25,216.039993,221.410004,215.520004,221.210007,220.813995,12661900
2019-11-26,220.500000,220.690002,216.740005,217.000000,216.611526,9631100
2019-11-27,218.669998,220.050003,217.179993,218.240005,218.010056,5394600
2019-11-29,217.000000,218.139999,215.779999,216.740005,216.511642,3538900
2019-12-02,216.460007,217.000000,208.639999,209.250000,209.029510,9300900
2019-12-03,201.869995,207.820007,200.369995,207.660004,207.441208,11630800
2019-12-04,211.020004,211.919998,208.270004,209.419998,209.199341,6835600
2019-12-05,210.300003,210.929993,207.509995,208.740005,208.520065,4622100
2019-12-06,211.520004,213.490005,211.119995,212.169998,211.946442,5805900
2019-12-09,211.250000,214.369995,210.899994,212.169998,211.946442,5297000
2019-12-10,213.380005,216.059998,211.259995,213.979996,213.754532,6409700
2019-12-11,214.399994,217.559998,214.300003,217.339996,217.111008,5844900
2019-12-12,216.179993,224.800003,215.820007,224.070007,223.833923,10108700
2019-12-13,224.190002,228.979996,221.820007,223.990005,223.753998,11367600
2019-12-16,225.899994,228.059998,224.770004,225.149994,224.912766,8024400
2019-12-17,225.899994,229.199997,225.520004,228.289993,228.049454,8029900
2019-12-18,229.690002,231.940002,229.350006,229.509995,229.268173,8588700
2019-12-19,230.899994,236.000000,230.699997,235.460007,235.211914,11134000
2019-12-20,238.130005,240.389999,237.360001,239.369995,239.117767,15076100
2019-12-23,240.520004,241.809998,238.389999,238.820007,238.568375,8876500
2019-12-24,238.199997,239.309998,236.820007,238.619995,238.368576,3471600
2019-12-26,238.759995,240.320007,238.000000,239.190002,238.937988,4571300
2019-12-27,239.800003,240.339996,235.809998,236.869995,236.620407,6366100
2019-12-30,235.990005,236.199997,231.059998,232.320007,232.075226,6451400
2019-12-31,230.899994,235.679993,230.130005,235.300003,235.052078,5775100
2020-01-02,238.750000,239.910004,236.720001,239.910004,239.657211,5938400
2020-01-03,235.100006,237.830002,234.100006,236.070007,235.821274,5134600
2020-01-06,232.320007,237.270004,231.270004,237.059998,236.810211,6565900
2020-01-07,238.199997,241.770004,236.389999,239.929993,239.677200,7871400
2020-01-08,239.759995,242.039993,238.149994,240.380005,240.126724,6927700
2020-01-09,243.850006,245.929993,240.860001,243.020004,242.763947,6377800
2020-01-10,247.330002,248.550003,243.750000,244.320007,244.062592,7907400
2020-01-13,247.660004,252.990005,246.750000,251.979996,251.714493,7996000
2020-01-14,250.259995,251.279999,246.750000,247.279999,247.019455,8977200
2020-01-15,247.789993,248.690002,244.529999,245.570007,245.311264,6577600
2020-01-16,247.720001,249.169998,246.779999,248.929993,248.667709,7104800
2020-01-17,249.699997,250.000000,247.369995,249.279999,249.017334,6344800
2020-01-21,247.809998,249.289993,246.570007,247.940002,247.678757,5447100
2020-01-22,249.759995,253.589996,249.000000,250.110001,249.846481,5981000
2020-01-23,251.720001,253.199997,248.149994,252.860001,252.593567,6112900
2020-01-24,257.500000,259.500000,248.300003,250.479996,250.216064,9337800
2020-01-27,238.240005,242.250000,232.229996,240.199997,239.946915,11763400
2020-01-28,242.850006,249.270004,240.710007,247.970001,247.708725,7774400
2020-01-29,247.389999,248.839996,243.940002,245.539993,245.281281,6471200
2020-01-30,241.610001,246.350006,239.399994,245.809998,245.550995,7262600
2020-01-31,243.970001,244.449997,234.750000,236.429993,236.180878,9260500
2020-02-03,235.699997,241.110001,235.449997,240.330002,240.076782,6398200
2020-02-04,246.029999,247.899994,244.020004,247.130005,246.869614,6788600
2020-02-05,251.990005,252.399994,247.410004,250.759995,250.495773,5205500
2020-02-06,252.139999,254.250000,248.880005,254.250000,253.982117,5457100
2020-02-07,252.639999,253.529999,250.570007,251.589996,251.324905,4743800
2020-02-10,252.500000,263.000000,252.300003,262.970001,262.692932,13240200
2020-02-11,267.320007,272.500000,264.829987,267.890015,267.607758,15963900
2020-02-12,270.010010,272.799988,268.450012,272.540009,272.252869,9366100
2020-02-13,270.209991,273.480011,269.109985,270.779999,270.494690,13200400
2020-02-14,287.260010,294.970001,286.000000,289.790009,289.484680,26048100
2020-02-18,285.640015,297.309998,284.859985,296.570007,296.257538,15504100
2020-02-19,301.489990,315.410004,301.489990,314.700012,314.368439,17358300
2020-02-20,312.769989,316.320007,296.350006,308.700012,308.374756,20251300
2020-02-21,304.190002,305.200012,290.660004,294.070007,293.760162,19204500
2020-02-24,270.190002,281.869995,268.000000,273.279999,272.992065,21422900
2020-02-25,276.299988,278.790009,257.959991,262.049988,261.773865,26387400
2020-02-26,262.059998,275.450012,262.000000,267.649994,267.367981,18693300
2020-02-27,254.899994,267.000000,248.889999,252.600006,252.484787,22589300
2020-02-28,242.460007,272.459991,241.789993,270.070007,269.946808,28366900
2020-03-02,276.899994,277.589996,261.000000,276.429993,276.303894,22268600
2020-03-03,278.670013,281.070007,262.459991,265.890015,265.768738,16319800
2020-03-04,270.200012,284.890015,267.200012,284.510010,284.380219,14935200
